code,city,name,country
bii,bikini atoll,enyu airfield,marshall islands
bij,biliau,biliau,papua new guinea
bik,biak,mokmer,indonesia
bil,billings,billings,"usa, mt"
bim,bimini,international,bahamas
bin,bamiyan,bamiyan,afghanistan
bio,bilbao,bilbao,spain
bip,bulimba,bulimba,australia
biq,biarritz,biarritz parme,france
bir,biratnagar,biratnagar,nepal
bis,bismarck,bismarck,"usa, nd"
bit,baitadi,baitadi,nepal
biu,bildudalur,bildudalur,iceland
biv,bria,bria,central african republic
biw,billiluna,billiluna,australia
bix,biloxi,keesler afb,"usa, ms"
biy,bisho,bisho,south africa
biz,bimin,bimin,papua new guinea
bja,bejaia,bejaia,algeria
bjb,bojnord,bojnord,iran
bjc,broomfield,jeffco,"usa, co"
bjd,bakkafjordur,bakkafjordur,iceland
bjf,batsfjord,batsfjord,norway
bjg,bolaang,bolaang,indonesia
bjh,bajhang,bajhang,nepal
bji,bemidji,bemidji,"usa, mn"
bjj,wooster,wayne county,"usa, oh"
bjk,benjina,benjina,indonesia
bjl,banjul,yundum international,gambia
bjm,bujumbura,international,burundi
bjn,bajone,bajone,mozambique
bjo,bermejo,bermejo,bolivia
bjp,braganca paulista,braganca paulista,brazil
bjr,bahar dar,bahar dar,ethiopia
bjs,beijing,metropolitan area,pr china
bju,bajura,bajura airport,nepal
bjv,bodrum.,milas airport,turkey
bjw,bajawa,bajawa,indonesia
bjx,leon/guanajuato,del bajio,mexico
bjy,belgrade,batajnica,serbia
bjz,badajoz,talaveral la real,spain
bka,moscow,bykovo,russia
bkb,bikaner,bikaner,india
bkc,buckland,buckland,"usa, ak"
bkd,breckenridge,stephens county,"usa, tx"
bke,baker,baker,"usa, or"
bkf,brooks lake,brooks lake,"usa, ak"
bkh,kekaha,barking sands,"usa, hi"
bki,kota kinabalu,kota kinabalu,malaysia
bkj,boke,boke,guinea
bkk,bangkok,suvarnabhumi international,thailand
bkk2,bangkok,metropolitan area,thailand
bkl,cleveland,burke lakefront,"usa, oh"
bkm,bakalalan,bakalalan,malaysia
bkn,birni nkoni,birni nkoni,niger
bko,bamako,bamako,mali
bkp,barkly downs,barkly downs,australia
bkq,blackall,blackall,australia
bkr,bokoro,bokoro,chad
bks,bengkulu,padangkemiling,indonesia
bkt,blackstone,blackstone aaf,"usa, va"
bku,betioky,betioky,madagascar
bkw,beckley,beckley,"usa, wv"
bkx,brookings,brookings,"usa, sd"
bky,bukavu,kamenbe,congo (drc)
bkz,bukoba,bukoba,tanzania
bla,barcelona,gen. j a anzoategui,venezuela
blb,balboa,balboa,panama
blc,bali,bali,cameroon
bld,boulder city,boulder city,"usa, nv"
ble,borlange/falun,dala,sweden
blf,princeton,bluefield/princeton airport,"usa, wv"
blg,belaga,belaga,malaysia
blh,blythe,blythe,"usa, ca"
bli,bellingham,bellingham,"usa, wa"
blj,batna,batna,algeria
blk,blackpool,blackpool,united kingdom
bll,billund,billund,denmark
blm,belmar,monmouth county,"usa, nj"
bln,benalla,benalla,australia
blo,blonduos,blonduos,iceland
blp,bellavista,bellavista,peru
blq,bologna,guglielmo marconi,italy
blr,bangalore,bengaluru international airport,india
bls,bollon,bollon,australia
blt,blackwater,blackwater,australia
blu,blue canyon,blue canyon,"usa, ca"
blv,belleville,scott afb/mid america,"usa, il"
blw,waimanalo,bellows field,"usa, hi"
blx,belluno,belluno,italy
bly,belmullet,belmullet,ireland
blz,blantyre,chileka,malawi
bma,stockholm,bromma,sweden
bmb,bumba,bumba,congo (drc)
bmc,brigham city,brigham city,"usa, ut"
bmd,belo,belo,madagascar
bme,broome,broome,australia
bmf,bakouma,bakouma,central african republic
bmg,bloomington,bloomington,"usa, in"
bmh,bomai,bomai,papua new guinea
bmi,bloomington-normal,bloomington-normal,"usa, il"
bmj,baramita,baramita,guyana
bmk,borkum,borkum,germany
bml,berlin,berlin,"usa, nh"
bmm,bitam,bitam,gabon
bmn,bamerny,bamerny,iraq
bmo,bhamo,bhamo,myanmar
bmp,brampton island,brampton island,australia
bmq,bamburi,bamburi,kenya
bmr,baltrum,baltrum,germany
bms,brumado,brumado,brazil
bmt,beaumont,beaumont muni,"usa, tx"
bmu,bima,bima,indonesia
bmv,banmethuot,phung-duc,viet nam
bmw,bordj badji mokhtar,bordj badji mokhtar,algeria
bmx,big mountain,big mountain,"usa, ak"
bmy,belep island,belep island,new caledonia
bmz,bamu,bamu,papua new guinea
bna,nashville,metropolitan,"usa, tn"
bnb,boende,boende,congo (drc)
bnc,beni,beni,congo (drc)
bnd,bandar abbas,bandar abbas,iran
bne,brisbane,international,australia
bnf,baranof,warm spring bay spb,"usa, ak"
bng,banning,banning,"usa, ca"
bnh,hartford,barnes,"usa, ct"
bni,benin city,benin city,nigeria
bnk,ballina,ballina,australia
bnl,barnwell,barnwell county,"usa, sc"
bnm,bodinumu,bodinumu,papua new guinea
bnn,bronnoysund,bronnoy,norway
bno,burns,burns,"usa, or"
bnp,bannu,bannu,pakistan
bnq,baganga,baganga,philippines
bnr,banfora,banfora,burkina faso
bns,barinas,barinas,venezuela
bnt,bundi,bundi,papua new guinea
bnu,blumenau,blumenau,brazil
bnv,boana,boana,papua new guinea
bnw,boone,boone,"usa, ia"
bnx,banja luka,banja luka,bosnia and herzegovina
bny,bellona,bellona,solomon islands
bnz,banz,banz,papua new guinea
boa,boma,boma,congo (drc)
bob,bora bora,motu-mute,french polynesia
boc,bocas del toro,bocas del toro,panama
bod,bordeaux,bordeaux airport,france
boe,boundji,boundji,congo (roc)
bof,washington,bolling afb,"usa, dc"
bog,bogota,eldorado,colombia
boh,bournemouth,international,united kingdom
boi,boise,air terminal gowen field,"usa, id"
boj,bourgas,bourgas,bulgaria
bok,brookings,brookings state,"usa, or"
bol,bally kelly,bally kelly,united kingdom
bom,mumbai,chhatrapati shivaji,india
bon,bonaire,flamingo international,netherlands antilles
boo,bodo,bodo,norway
bop,bouar,bouar,central african republic
boq,boku,boku,papua new guinea
bor,belfort,fontaine,france
bos,boston,logan international,"usa, ma"
bot,boset,boset,papua new guinea
bou,bourges,bourges,france
bov,boang,boang,papua new guinea
bow,bartow,bartow,"usa, fl"
box,borroloola,borroloola,australia
boy,bobo dioulasso,borgo,burkina faso
boz,bozoum,bozoum,central african republic
bpa,bethpage,grumman,"usa, ny"
bpb,boridi,boridi,papua new guinea
bpc,bamenda,bamenda,cameroon
bpd,bapi,bapi,papua new guinea
bpe,bagan,bagan,myanmar
bpf,batuna,batuna aerodrome,solomon islands
bpg,barra do garcas,barra do garcas,brazil
bph,bislig,bislig,philippines
bpi,big piney,big piney-marbleton,"usa, wy"
bpk,biangabip,biangabip,papua new guinea
bpn,balikpapan,sepingan,indonesia
bps,porto seguro,porto seguro,brazil
bpt,beaumont,beaumont airport,"usa, tx"
bpu,beppu,beppu,japan
bpx,bangda,bangda,pr china
bpy,besalampy,besalampy,madagascar
bqa,baler,baler,philippines
bqb,bussellton,bussellton airport,australia
bqe,bubaque,bubaque,guinea-bissau
bqh,london,biggin hill,united kingdom
bqi,bagani,bagani,namibia
bqk,brunswick,glynco jetport,"usa, ga"
bql,boulia,boulia,australia
bqn,aguadilla,borinquen,puerto rico
bqo,bouna,bouna,cote d'ivoire
bqq,barra,barra,brazil
bqs,blagoveschensk,blagoveschensk,russia
bqt,brest,brest,belarus
bqu,port elizabeth,bequia airport,saint vincent and the grenadines
bqv,gustavus,bartlett spb,"usa, ak"
bqw,balgo hills,balgo hills,australia
bra,barreiras,barreiras,brazil
brb,barreirinhas,barreirinhas,brazil
brc,san carlos debariloche,international,argentina
brd,brainerd,crow wing county,"usa, mn"
bre,bremen,bremen,germany
brf,bradford,bradford,united kingdom
brg,whitesburg,municipal,"usa, ky"
brh,brahman,brahman,papua new guinea
bri,bari,palese,italy
brj,bright,bright,australia
brk,bourke,bourke,australia
brl,burlington,burlington,"usa, ia"
brm,barquisimeto,barquisimeto,venezuela
brn,berne,belp,switzerland
bro,brownsville,south padre is. international,"usa, tx"
brp,biaru,biaru,papua new guinea
brq,brno,metropolitan area,czech republic
brq2,brno,turany,czech republic
brr,barra,north bay,united kingdom
brs,bristol,bristol,united kingdom
brt,bathurst island,bathurst island,australia
bru,brussels,national,belgium
brv,bremerhaven,bremerhaven,germany
brw,barrow,metropolitan area,"usa, ak"
brw2,barrow,wiley post/w.rogers m,"usa, ak"
brx,barahona,barahona,dominican republic
bry,bardstown,samuels field,"usa, ky"
brz,borotou,borotou,cote d'ivoire
bsa,bossaso,bossaso,somalia
bsb,brasilia,international,brazil
bsc,bahia solano,bahia solano,colombia
bsd,baoshan,baoshan,pr china
bse,sematan,sematan,malaysia
bsf,pohakuloa,bradshaw aaf,"usa, hi"
bsg,bata,bata,equatorial guinea
bsh,brighton,brighton,united kingdom
bsi,blairsville,blairsville,"usa, pa"
bsj,bairnsdale,bairnsdale,australia
bsk,biskra,biskra,algeria
bsl,basel/mulhouse,euroairport swiss,switzerland
bsn,bossangoa,bossangoa,central african republic
bso,basco,basco,philippines
bsp,bensbach,bensbach,papua new guinea
bsq,bisbee,bisbee municipal airport,"usa, az"
bsr,basra,international,iraq
bss,balsas,balsas,brazil
bst,bost,bost,afghanistan
bsu,basankusu,basankusu,congo (drc)
bsv,besakoa,besakoa,madagascar
bsw,boswell bay,boswell bay,"usa, ak"
bsx,bassein,bassein,myanmar
bsy,bardera,bardera,somalia
bsz,bartletts,bartletts,"usa, ak"
bta,bertoua,bertoua,cameroon
btb,betou,betou,congo (roc)
btc,batticaloa,batticaloa,sri lanka
btd,brunette downs,brunette downs,australia
bte,bonthe,bonthe,sierra leone
btf,bountiful,salt lake skypark,"usa, ut"
btg,batangafo,batangafo,central african republic
bth,batam,hang nadim,indonesia
bti,barter island,barter island,"usa, ak"
btj,banda aceh,blang bintang,indonesia
btk,bratsk,bratsk,russia
btl,battle creek,wk kellogg regional,"usa, mi"
btm,butte,butte,"usa, mt"
btn,bennettsville,bennettsville,"usa, sc"
bto,botopasie,botopasie,suriname
btp,butler,graham field,"usa, pa"
btq,butare,butare,rwanda
btr,baton rouge,metropolitan airport,"usa, la"
bts,bratislava,ivanka,slovakia
btt,bettles,bettles,"usa, ak"
btu,bintulu,bintulu,malaysia
btv,burlington,international,"usa, vt"
btw,batu licin,batu licin,indonesia
btx,betoota,betoota,australia
bty,beatty,beatty,"usa, nv"
btz,bursa,bursa airport,turkey
bua,buka,buka,papua new guinea
bub,burwell,municipal,"usa, ne"
buc,burketown,burketown,australia
bud,budapest,ferihegy,hungary
bue,buenos aires,metropolitan area,argentina
buf,buffalo,greater buffalo international,"usa, ny"
bug,benguela,gen. v. deslandes,angola
buh,bucharest,metropolitan area,romania
bui,bokondini,bokondini,indonesia
buj,boussaada,ain eddis,algeria
buk,albuq,albuq,yemen
bul,bulolo,bulolo,papua new guinea
bum,butler,butler,"usa, mo"
bun,buenaventura,buenaventura,colombia
buo,burao,burao,somalia
bup,bhatinda,bhatinda,india
buq,bulawayo,bulawayo,zimbabwe
bur,burbank,burbank,"usa, ca"
bus,batumi,batumi,georgia
but,burtonwood,burtonwood,united kingdom
buu,buyo,buyo,cote d'ivoire
buv,bella union,bella union,uruguay
buw,baubau,baubau,indonesia
bux,bunia,bunia,congo (drc)
buy,bunbury,bunbury,australia
buz,bushehr,bushehr,iran
bva,paris,beauvais-tille airport,france
bvb,boa vista,boa vista,brazil
bvc,boa vista,rabil,cape verde
bvd,beaver inlet,sea port,"usa, ak"
bve,brive-la-gaillarde,laroche,france
bvf,bua,dama,fiji
bvg,berlevag,berlevag,norway
bvh,vilhena,vilhena,brazil
bvi,birdsville,birdsville,australia
bvk,huacaraje,huacaraje,bolivia
bvl,baures,baures,bolivia
bvm,belmonte,belmonte,brazil
bvo,bartlesville,bartlesville,"usa, ok"
bvp,bolovip,bolovip,papua new guinea
bvr,brava,esperadinha,cape verde
bvs,breves,breves,brazil
bvu,beluga,beluga,"usa, ak"
bvw,batavia downs,batavia downs,australia
bvx,batesville,municipal,"usa, ar"
bvy,beverly,beverly,"usa, ma"
bvz,beverley springs,beverley springs,australia
bwa,bhairawa,bhairawa,nepal
bwb,barrow island,barrow island,australia
bwc,brawley,brawley,"usa, ca"
bwd,brownwood,brownwood,"usa, tx"
bwe,braunschweig,braunschweig,germany
bwf,barrow-in-furness,walney island,united kingdom
bwg,bowling green,warren county,"usa, ky"
bwh,butterworth,butterworth,malaysia
bwi,baltimore,baltimore/washington international,"usa, md"
bwj,bawan,bawan,papua new guinea
bwk,bol,bol,croatia
bwl,blackwell,blackwell,"usa, ok"
bwm,bowman,bowman,"usa, nd"
bwn,bandar seri begawan,brunei international,brunei darussalam
bwo,balakovo,balakovo,russia
bwp,bewani,bewani,papua new guinea
bwq,brewarrina,brewarrina,australia
bws,blaine,blaine,"usa, wa"
bwt,burnie,burnie wynyard,australia
bwu,bankstown,bankstown,australia
bwy,woodbridge,bentwaters st,united kingdom
bxa,bogalusa,george r carr air field,"usa, la"
bxb,babo,babo,indonesia
bxc,boxborough,boxborough,"usa, ma"
bxd,bade,bade,indonesia
bxe,bakel,bakel,senegal
bxg,bendigo,bendigo,australia
bxh,balhash,balhash,kazakhstan
bxi,boundiali,boundiali,cote d'ivoire
bxj,burundai,burundai,kazakhstan
bxk,buckeye,buckeye,"usa, az"
bxl,blue lagoon,blue lagoon,fiji
bxm,batom,batom,indonesia
bxn,bodrum,imsik airport,turkey
bxr,bam,bam,iran
bxs,borrego springs,borrego springs,"usa, ca"
bxt,bontang,bontang,indonesia
bxu,butuan,butuan,philippines
bxv,breiddalsvik,breiddalsvik,iceland
bxx,borama,borama,somalia
bxz,bunsil,bunsil,papua new guinea
bya,boundary,boundary,"usa, ak"
byb,dibaa,dibaa,oman
byc,yacuiba,yacuiba,bolivia
byd,beidah,beidah,yemen
byg,buffalo,municipal,"usa, wy"
byh,blytheville,blytheville afb,"usa, ar"
byk,bouake,bouake,cote d'ivoire
byl,bella yella,bella yella,liberia
bym,bayamo,c.m. de cespedes,cuba
byn,bayankhongor,bayankhongor,mongolia
byq,bunyu,bunyu,indonesia
byr,laeso island,laeso airport,denmark
bys,fort irwin,bicycle lake aaf,"usa, ca"
byt,bantry,bantry,ireland
byu,bayreuth,bindlacher-berg,germany
byw,blakely island,blakely island,"usa, wa"
byx,baniyala,baniyala,australia
bza,bonanza,san pedro,nicaragua
bzb,bazaruto island,bazaruto island,mozambique
bzc,buzios,buzios,brazil
bzd,balranald,balranald,australia
bze,belize city,philip s.w.goldson international,belize
bzg,bydgoszcz,bydgoszcz,poland
bzh,bumi hills,bumi hills,zimbabwe
bzi,balikesir,balikesir,turkey
bzk,briansk,briansk,russia
bzl,barisal,barisal,bangladesh
bzm,bergen op zoom,woensdrecht,netherlands
bzn,bozeman,gallatin field,"usa, mt"
bzo,bolzano,bolzano,italy
bzp,bizant,bizant,australia
bzr,beziers,beziers vias,france
bzs,washington,buzzards pt s,"usa, dc"
bzt,brazoria,hinkles ferry,"usa, tx"
bzu,buta,buta,congo (drc)
bzv,brazzaville,maya maya,congo (roc)
bzy,beltsy,beltsy,moldova
bzz,brize norton,raf station,united kingdom
caa,catacamas,catacamas,honduras
cab,cabinda,cabinda,angola
cac,cascavel,cascavel,brazil
cad,cadillac,cadillac,"usa, mi"
cae,columbia,metropolitan airport,"usa, sc"
caf,carauari,carauari,brazil
cag,cagliari,elmas,italy
cah,ca mau,ca mau,viet nam
cai,cairo,international,egypt
caj,canaima,canaima,venezuela
cak,akron/canton,akron/canton regional,"usa, oh"
cal,campbeltown,machrihanish,united kingdom
cam,camiri,camiri,bolivia
can,guangzhou,baiyun,pr china
cao,clayton,clayton,"usa, nm"
cap,cap haitien,cap haitien,haiti
caq,caucasia,caucasia,colombia
car,caribou,municipal,"usa, me"
cas,casablanca,anfa,morocco
cat,cat island,cat island,bahamas
cau,caruaru,caruaru,brazil
cav,cazombo,cazombo,angola
caw,campos,bartolomeu lisandro,brazil
cax,carlisle,carlisle,united kingdom
cay,cayenne,rochambeau,french guiana
caz,cobar,cobar,australia
cba,corner bay,corner bay,"usa, ak"
cbb,cochabamba,j wilsterman,bolivia
cbc,cherrabun,cherrabun,australia
cbd,car nicobar,car nicobar,india
cbe,cumberland,wiley ford,"usa, md"
cbf,council bluffs,municipal,"usa, ia"
cbg,cambridge,cambridge,united kingdom
cbh,bechar,leger,algeria
cbi,cape barren island,cape barren island,australia
cbj,cabo rojo,cabo rojo,dominican republic
cbk,colby,municipal,"usa, ks"
cbl,ciudad bolivar,ciudad bolivar,venezuela
cbm,columbus,columbus afb,"usa, ms"
cbn,cirebon,penggung,indonesia
cbo,cotabato,awang,philippines
cbp,coimbra,coimbra,portugal
cbq,calabar,calabar,nigeria
cbr,canberra,canberra,australia
cbs,cabimas,oro negro,venezuela
cbt,catumbela,catumbela,angola
cbu,cottbus,cottbus,germany
cbv,coban,coban,guatemala
cbw,campo mourao,campo mourao,brazil
cbx,condobolin,condobolin,australia
cby,canobie,canobie,australia
cbz,cabin creek,cabin creek,"usa, ak"
cca,fort chaffee,chaffee afb,"usa, ar"
ccb,upland,cable,"usa, ca"
ccc,cayo coco,cayo coco,cuba
ccd,los angeles,century city,"usa, ca"
cce,st martin,grand case,guadeloupe
ccf,carcassonne,salvaza,france
ccg,crane,crane county airport,"usa, tx"
cch,chile chico,chile chico,chile
cci,concordia,concordia,brazil
ccj,kozhikode,kozhikode,india
cck,cocos islands,cocos islands,cocos (keeling) islands
ccl,chinchilla,chinchilla,australia
ccm,criciuma,criciuma,brazil
ccn,chakcharan,chakcharan,afghanistan
cco,carimagua,carimagua,colombia
ccp,concepcion,carriel sur,chile
ccq,cachoeira,cachoeira,brazil
ccr,concord,buchanan fld,"usa, ca"
ccs,caracas,simon bolivar,venezuela
cct,colonia catriel,colonia catriel,argentina
ccu,kolkata,netaji subhas chandra,india
ccv,craig cove,craig cove,vanuatu
ccw,cowell,cowell,australia
ccx,caceres,caceres,brazil
ccy,charles city,municipal,"usa, ia"
ccz,chub cay,chub cay,bahamas
cda,cooinda,cooinda,australia
cdb,cold bay,cold bay,"usa, ak"
cdc,cedar city,cedar city,"usa, ut"
cdd,cauquira,cauquira,honduras
cde,caledonia,caledonia,panama
cdf,cortina d'ampezzo,fiames,italy
cdg,paris,ch. de gaulle,france
cdh,camden,harrell fld,"usa, ar"
cdi,cachoeiro itapemirim,cachoeiro itapemirim,brazil
cdj,conceicao do araguaia,conceicao do araguaia,brazil
cdk,cedar key,lewis,"usa, fl"
cdl,candle,candle,"usa, ak"
cdn,camden,woodward fld,"usa, sc"
cdo,cradock,cradock,south africa
cdp,cuddapah,cuddapah,india
cdq,croydon,croydon,australia
cdr,chadron,chadron,"usa, ne"
cds,childress,childress,"usa, tx"
cdu,camden,camden,australia
cdv,cordova,mudhole smith,"usa, ak"
cdw,caldwell,caldwell wright,"usa, nj"
cdy,cagayan de sulu,cagayan de sulu,philippines
cea,wichita,cessna aircraft field,"usa, ks"
ceb,cebu,cebu,philippines
cec,crescent city,mc namara fld,"usa, ca"
ced,ceduna,ceduna,australia
cee,cherepovets,cherepovets,russia
cef,chicopee,westover metro airport,"usa, ma"
cef2,springfield,westover metro airport,"usa, ma"
ceg,chester,chester,united kingdom
ceh,chelinda,chelinda,malawi
cei,chiang rai,chiang rai,thailand
cej,chernigov,chernigov,ukraine
cek,chelyabinsk,chelyabinsk,russia
cel,cape eleuthera,cape eleuthera,bahamas
cem,central,central,"usa, ak"
cen,ciudad obregon,ciudad obregon,mexico
ceo,waco kungo,waco kungo,angola
cep,concepci?n,concepcion,bolivia
ceq,cannes,mandelieu,france
cer,cherbourg,maupertus,france
ces,cessnock,cessnock,australia
cet,cholet,le pontreau,france
ceu,clemson,oconee county,"usa, sc"
cev,connersville,mettle field,"usa, in"
cew,crestview,bob sikes,"usa, fl"
cex,chena hot springs,chena hot springs,"usa, ak"
cey,murray,calloway county,"usa, ky"
cez,cortez,montezuma county,"usa, co"
cfa,coffee point,coffee point,"usa, ak"
cfb,cabo frio,cabo frio,brazil
cfc,cacador,cacador,brazil
cfd,bryan,coulter field,"usa, tx"
cfe,clermont-ferrand,aulnat,france
cff,cafunfo,cafunfo,angola
cfg,cienfuegos,cienfuegos,cuba
cfh,clifton hills,clifton hills,australia
cfi,camfield,camfield,australia
cfn,donegal,donegal,ireland
cfo,confreza,confreza,brazil
cfp,carpentaria downs,carpentaria downs,australia
cfq,creston,creston,canada
cfr,caen,carpiquet,france
cfs,coffs harbour,coffs harbour,australia
cft,clifton,morenci,"usa, az"
cfu,kerkyra,i. kapodistrias,greece
cfv,coffeyville,municipal,"usa, ks"
cga,craig,craig spb,"usa, ak"
cgb,cuiaba,m. rondon,brazil
cgc,cape gloucester,cape gloucester,papua new guinea
cgd,changde,changde,pr china
cge,cambridge,cambridge,"usa, md"
cgf,cleveland,cuyahoga county,"usa, oh"
cgg,casiguran,casiguran,philippines
